isbn13,title,authors,categories,thumbnail,published_year,average_rating,ratings_count,description
9780671009441,Private Parts,Howard Stern;John D. Simons,Biography & Autobiography,http://books.google.com/books/content?id=LTJFsGNJwyYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1997.0,3.76,3746.0,"The first ""shock jock"" has written an autobiography in which he shares his thoughts on politics, current affairs, women, and the entertainment industry."
9780671014919,My Gal Sunday,Mary Higgins Clark,Fiction,http://books.google.com/books/content?id=mL-Mf2cSlucC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003.0,3.57,5220.0,A dashing former president and his young congresswoman wife turn heads in four beloved stories penned by the Queen of Suspense.
9780671015206,The Millionaire Next Door,Thomas J. Stanley;William D. Danko,Biography & Autobiography,http://books.google.com/books/content?id=ldpaww5kkmoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1998.0,4.02,56189.0,"Argousts that the way wealth is generated in America is primarily through diligent effort, conservative savings, and living a frugal lifestyle."
9780671019099,The Tenth Man,Graham Greene,Fiction,http://books.google.com/books/content?id=-2JwRgEsYdgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1998.0,3.72,2769.0,"A wealthy French lawyer, held captive by the Germans during World War II, is compelled to die but trades his life for it as a cowardly act while still free."
9780671020828,The Gun Seller,Hugh Laurie,Fiction,http://books.google.com/books/content?id=8DJq3GXqGP8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1998.0,3.68,14183.0,"A drifter in a British parody of the spy genre orchestrates an epic caper that features the CIA, international terrorists, arms dealers, cliffhangers on skis and high-speed chases with blonde buxomas."
9780671021009,She's Come Undone,Wally Lamb,Fiction,http://books.google.com/books/content?id=Oj3qixCHJNMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1998.0,3.86,281643.0,"The extraordinary coming-of-age story tells the story of Dolores Price, as depicted in Wally Lamb's book."
9780671024185,Morgan's Run,Colleen McCullough,Fiction,http://books.google.com/books/content?id=XtgXaI7yBrMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002.0,3.94,3394.0,"Colleen McCullough's The Thorn Birds, a well-known and widely enjoyed bestseller, has brought readers back to Australia. Her tales are filled with passion, history, and drama, while also exploring the invading nature of modern Australia through an unknown continent."
9780671024208,The October Horse,Colleen McCullough,Fiction,http://books.google.com/books/content?id=XWWDrNeqFgUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003.0,4.28,4186.0,"The author of ""The Thorn Birds"" has authored a comprehensive historical account of ancient Rome, depicting Gaius Julius Caesar in the final days of the Roman Republic, which is now available in paperback."
9780671024239,Bag of Bones,Stephen King,Fiction,http://books.google.com/books/content?id=cnKmAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1999.0,3.89,147964.0,"Reprint: Mike Noonan, the widower who had been haunted by nightmares about the summer house he shared with his late wife, returns to his old Maine holiday, only to discover a town under the control of an unfeeling millionaire and bewildered by repeated ghost visits."
9780671024819,Wither,J G Passarella,Fiction,http://books.google.com/books/content?id=L3ANZWIU2RgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000.0,3.72,531.0,A smart college freshman and a local amateur historian work together to uncover the most horrific crime in their small college town's history.
9780671026011,The Empty Chair,Jeffery Deaver,Fiction,http://books.google.com/books/content?id=xLPy2D0d2F4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001.0,4.07,448.0,"Renowned criminal Lincoln Rhyme is confronted by the Insect Boy, a kidnapping and murderer who poses ill-equipped to succeed. However, his only option is to capture someone while also attempting to keep them captive after undergoing life-threatening spinal cord surgery in North Carolina. He now finds himself fighting against the killer in southeastern swampland, as well as competing with his protégé, Amelia Sachs, in an intense yet dangerous battle."
9780671026226,Clive Cussler and Dirk Pitt Revealed,Clive Cussler;Craig Dirgo,Fiction,http://books.google.com/books/content?id=dxBMJjQA_WsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1998.0,3.88,2001.0,"Features pictures, synopses of all Dirk Pitt novels, an interview with Cussler, and questions about the actor."
9780671027124,All Through the Night,Mary Higgins Clark,Fiction,http://books.google.com/books/content?id=XYXRNUVVCeIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1999.0,3.7,6116.0,"A couple who inherited their neighbor's after-school shelter for neighborhood children are prevented from moving into another building, prompting amateur detective Alvirah to investigate with her husband Willy."
9780671027636,The Fuck Up,Arthur Nersesian,Fiction,http://books.google.com/books/content?id=Szo1AwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1999.0,3.57,10013.0,"Urban comedy: A budding writer who doesn't quite fit the bill, gets dumped by his girlfriend and then fired for asking for an raise, before stumbling onto a pile of cash (and even embroiled in one of her husband’s murders)."
9780671035976,How to Stop Worrying and Start Living,Dale Carnegie,Psychology,http://books.google.com/books/content?id=zHBEKfn52l4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2004.0,4.11,57572.0,"The first edition of the timeless guidebook on conquering the fears and worries that obstruct individuals from living well offers practical guidance on how to deal with business and financial issues, turn criticism into an advantage, avoid exhaustion, and more. Reprint. 25,000 original prints."
9780671036355,Present Tense,L. A. Graf,Fiction,http://books.google.com/books/content?id=mXg_PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002.0,3.65,170.0,"The Enterprise is hurled three days into the past due to the explosion of a dying world, and expeditions to its surface take on ill-defined new meaning as Captain Kirk and Dr. McCoy vanish mysteriously."
9780671039721,Carrie,Stephen King,Fiction,,2002.0,3.95,2663.0,Represents the eerie narrative of a severely neglected young girl with extraordinary powers of observation.
9780671039745,Salem's Lot,Stephen King,Fiction,http://books.google.com/books/content?id=ZZ-fPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1999.0,4.01,3386.0,"The classic Stephen King horror tale tells the story of a man who travels to his native Jerusalem's Lot, Maine, only to discover that the area is haunted by vampires."
9780671039943,Ice,V. C. Andrews,Fiction,http://books.google.com/books/content?id=kdBWlQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001.0,3.75,2406.0,"Ice Goodman, a young woman with severe depression, must use her exceptional singing voice to overcome the tragedy, deceit, and her mother's jealousy that are threatening to ruin her world. Original."
9780671040840,The Living Blood,Tananarive Due,Fiction,http://books.google.com/books/content?id=JGMqSE_qFMgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2002.0,4.33,1777.0,"As Jessica struggles to regain her life after losing her husband and the death of her firstborn, she finds out that her daughter was blessed with her father's eternal glory and heads to Africa for guidance."
9780671041557,Diablo: Legacy of Blood,Richard A. Knaak,Fiction,http://books.google.com/books/content?id=W447TRc7bk4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2001.0,3.77,2039.0,"In a Blizzard Entertainment M-rated novel, Norrec Vizharan discovers the ancient armor of Bartuc, the Warlord of Blood, which is cursed. This item causes Norrect to engage in grueling battles against his own bloody desires as he seeks to escape from the darkness or defeat the evil demons pursuing him."
9780671042851,The Girl Who Loved Tom Gordon,Stephen King,Fiction,http://books.google.com/books/content?id=dtjKROABhp4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,1999.0,3.58,1962.0,"A young girl gets lost in the woods after a six-mile hike on the Appalachian Trail, according to Stephen King, who is acclaimed as the undisputed King of Horrors and has been hailed as one of the greatest suspense novels."
9780671047641,Venice: Lion City,Garry Wills,History,http://books.google.com/books/content?id=OaarttemhYgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2002.0,3.74,121.0,"The art presents a unique historical perspective on Venice, one of the most captivating cities in the world, during the fifteenth and sixteenth centuries, with an emphasis on its imperial religion."
9780671211486,Uncle Shelby'S Abz Book,Shel Silverstein,Education,http://books.google.com/books/content?id=aPEfnSNCURwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1985.0,4.37,2503.0,A humorous parody of alphabet books is presented by the acclaimed author of children's literature for adults.
9780671417017,Confessions of an Actor,Laurence Oliver,Performing Arts,,1982.0,3.71,272.0,"The actor from England writes an autobiography that offers insight into his theatrical and film career and his personal life, with a particular emphasis on his relationship with actress Vivien Leigh."
9780671447540,Mornings on Horseback,David McCullough,Biography & Autobiography,http://books.google.com/books/content?id=FwemES2QqsUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1982.0,4.12,21832.0,Describes the life of Theodore Roosevelt from the age of ten to twenty-seven and how his family relationships contributed to his maturation into a man.
9780671519162,Guilty as Charged,Scott Turow,Fiction,http://books.google.com/books/content?id=oBqZfJNVr_cC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1996.0,3.76,147.0,"This anthology features courtroom drama and whodunit suspense, with a focus on short works by well-known writers like John Lutz, Stuart Kaminsky, Jay Brandon, John Jakes, Lia Matera, and Bill Brozini."
9780671519186,The Night Awakens,Mary Higgins Clark,Fiction,http://books.google.com/books/content?id=TLK4yMezNiMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000.0,3.5,158.0,"With her signature style of elegant and sophisticated thrillers, Mary Higgins Clark has become the Queen of Suspense. Her books are full of depth and beauty that explore the heartbreak of couples who are deeply in love...and driven to commit murder. Sara Shankman joins a group of writers to share stories of love between men and women and their motivation to kill, while John Hansen adds chilling details."
9780671519988,The Leader In You,Dale Carnegie,Self-Help,http://books.google.com/books/content?id=kvE_lAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1995.0,4.09,3550.0,"The words and works of Dale Carnegie & Associates, Inc. have been evidence of success for nearly 100 years, as proven by millions of satisfied graduates, a consistent enrollment roster per week, and book sales exceeding thirty million copies. Now, in the new book, The Leader In You, Stuart R. Levine and Michael A. Crom draw on the foundational human relations principles of the organization to illustrate how anyone, regardless of their profession, can make the most of this opportunity."
9780671524098,Sharp Edges,Jayne Ann Krentz,Fiction,http://books.google.com/books/content?id=qaphBUh4GHYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1998.0,3.86,2794.0,"A museum curator and a private detective venture into the dark, high-stakes world of priceless art to uncover that the most important treasure is knowing who to trust."
9780671553029,Harvest,Tess Gerritsen,Fiction,http://books.google.com/books/content?id=GY5mZyojjv8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,1997.0,4.1,15234.0,"Dr. Abby Matteo, a resident of Boston's Bayside Hospital, expresses her joy when she is approached by the cardiac transplant team. However, she must now direct the harvested heart to teen teenagers due to financial difficulties. This leaves her emotionally distraught and needless as she struggles to make decisions about her life."
